"","X01","X02","X03","X04","X05","X06","X07","X08"
"1",7.04880143512714,NA,0.889979563424044,111,7.99780253792096,3.19511050297239,1.1384402004605,0.0537366586742154
"2",-3.95991768408641,NA,0.910348059853105,111,4.19567902139304,1.67407937993262,0.42384559472785,12.5287731866038
"3",21.1922212169268,NA,0.7133497771593,111,11.0091980232749,4.39930623173905,0.0415288474177942,14.3504154080778
"4",14.9910877790261,NA,0.379113731296787,111,8.79613786742123,3.51416465789381,0.419151519404209,19.6473524946238
"5",-26.629580037314,NA,0.542144027396572,111,0.394519259383189,0.153714774388721,0.105838160845451,0.622133644670102
"6",3.35679128662851,NA,0.915845789677018,111,7.90512650342644,3.15794688577609,0.0791264025028795,1.68476404943425
"7",-38.4299640200356,NA,0.601565306135009,111,4.07041411225211,1.62402619158753,0.111614138353616,52.5073630675842
"8",6.94974620489352,NA,0.864380921480194,111,10.4255412949554,4.16600930851839,0.828271178486657,0.724244933409711
"9",-0.769316256191753,NA,0.858729766294166,111,12.39431378062,4.95337259163569,0.262492664147842,165.279944899167
"10",8.8934172322124,NA,0.110440715193468,111,6.68541224597311,2.66997256530844,0.65358252234473,0.400646166889279
"11",7.5165530970096,NA,0.805191965839133,111,9.76009261057482,3.89982268982698,0.185026459668759,2.85985310957372
"12",9.98823196142367,NA,0.718261428601857,111,7.8478938312404,3.13508821440494,0.195519349294457,196.14582747911
"13",-11.9905241380486,NA,0.518072185776847,111,7.91205677990347,3.16060422963914,0.152796933893114,2.27789574742825
"14",12.471553013466,NA,0.63210502949737,111,4.66036329010284,1.85987180149245,0.165897954837419,0.0304253486767451
"15",11.3787742351846,NA,0.873434181959826,111,6.79926611548638,2.71559482111446,0.592129764581257,1.20009631997947
"16",-17.0909903598166,NA,0.3746364254058,111,7.820823623745,3.12424672200558,0.462384954073882,38.8723265068242
"17",23.3837839273235,NA,0.535286933631862,111,5.85670939930659,2.33845774316207,0.142690518172458,0.0223406696115597
"18",-5.79271031975931,NA,0.570022252443136,111,5.33782208212455,2.13093270290835,0.532979792350065,0.157604094028907
"19",-22.5151362365284,NA,0.651431211981369,111,9.56752591801385,3.82264438073587,0.522697232166463,33.4514811057023
"20",1.95118557172113,NA,0.97777785936511,111,11.7664129371648,4.70251993006228,0.221238973123844,21.909290846479
"21",-10.2497956389612,NA,0.722974787119691,111,7.24496408427585,2.89364894599443,0.0566572195384651,0.174993331153907
"22",-1.83917124079599,NA,0.64282113725029,111,9.34885755829551,3.73550557851183,0.774306552442622,420.203230899396
"23",3.33618317112003,NA,0.984394099855142,111,5.62581384652609,2.24605706672068,0.149542802362703,137.273882315645
